hour,interval,Pimp,Pexp,H,SoC,L_BW1,L_BW2,A_DC,Pch,Pdis,P_source,P_fan,P_cooling,TRCU,QRCU,PS1,PS2,Ti1,Ti2,To1,To2,B
0,0,0.7482877108349267,0.0,783.9,0.8,-0.0,-0.0,0.0849908193217101,0.1403508771929806,0.0,223.97142857142856,341.42749999999995,565.3989285714285,25.0,0.05,500.0,500.0,20.0,20.0,38.0,38.0,25.49724579651304
0,1,0.0,0.0,1167.3144698986332,0.74683263994156,0.0,51.14488150230254,0.0854921190192983,0.0,0.6775104008766002,333.51841997103804,233.00999999999996,566.528419971038,0.0,0.1,25.690381765299144,93.88355710170254,3.802010129160945,3.802010129160945,9.679224460187672,9.679224460187672,0.0
0,2,0.0,0.0,151.73247586281605,0.7161940785513544,23.71728669662805,0.0,0.0790576223220935,0.0,0.3475535248618497,43.35213596080458,233.00999999999996,276.36213596080455,0.0,0.1,55.379864436626505,23.7568155077891,0.3137999274054741,0.793846960274932,0.6187809832908806,1.897512148762453,0.0
0,3,0.0,0.0,101.16835855986976,0.6865525428426005,0.0,25.078960092987742,0.0835965336432924,0.0,0.3371939238486048,28.90524530281993,233.00999999999996,261.91524530281987,0.0,0.1,25.120758359809393,58.55937181712639,0.483532827971135,0.2663452044332703,1.1323890691503826,0.5453614873980379,0.0
0,4,0.0,0.0,106.0427482774122,0.6573752050822117,23.776543109443864,0.0,0.0792551436981462,0.0,0.3346771849794412,30.29792807926063,233.00999999999996,263.3079280792606,0.0,0.1,55.51822816055143,23.81617068129294,0.2724785477299508,0.5054113472600354,0.5671293547189407,1.191456852203318,0.0
0,5,0.0,0.0,101.15014277575712,0.6281956192794457,0.0,25.711537641116735,0.0857051254703891,0.0,0.3390875062791588,28.90004079307346,233.00999999999996,261.91004079307345,0.0,0.1,25.754390203851937,60.036440392007584,0.4840757810683865,0.2635425377020342,1.1345102797889128,0.5429381907874904,0.0
0,6,0.0,0.0,108.42790404063896,0.5994906783250182,24.10506505386789,0.0,0.0803502168462263,0.0,0.336344771424495,30.97940115446827,233.00999999999996,263.9894011544682,0.0,0.1,56.285326900781534,24.14524016229101,0.2769455573421589,0.5157806211214803,0.5790181551401439,1.2191228737261737,0.0
0,7,0.0,0.0,102.40070339215126,0.5733022320947365,0.0,0.0,0.0811903054528341,0.0,0.3029030917054724,29.25734382632893,233.00999999999996,262.2673438263289,0.0,0.1,24.397686788576667,24.397686788576667,0.4895262460325404,0.2659762031796558,1.148950017033685,0.5492374355724718,24.35709163585025
0,8,0.0,0.0,66.60223257452658,0.5480068067521823,0.0,0.0,0.0827109610731157,0.0,0.2934360453241019,19.02920930700759,233.00999999999996,252.03920930700755,0.0,0.1,24.854643802471276,24.854643802471276,0.2674565490105409,0.2649283832268769,0.5536453572601847,0.550869279133291,49.17037995778497
0,9,0.2829895733960462,0.0,67.46873901401435,0.5418616904754878,0.0,0.0,0.0812757521642416,0.0,0.0099757231375893,19.27678257543267,233.00999999999996,252.28678257543265,0.0,0.1,24.423363525354624,24.423363525354624,0.2681621488461274,0.268136010468433,0.5594566311371519,0.5594279296259382,73.55310560705746
0,10,0.291532689875752,0.0,66.49651052038598,0.536443073570733,0.0,0.0,0.0789684053345203,0.0,0.0,18.99900300582457,233.00999999999996,252.00900300582452,0.0,0.1,23.730005803023364,23.730005803023364,0.2651365229757424,0.2651362527344502,0.5513808326192384,0.5513805358780415,97.24362720741355
0,11,0.4512191447893489,0.0,64.92401132375882,0.5310786428350256,0.0,120.56442376212436,0.0777359885157026,0.0,0.0,18.549717521073948,233.00999999999996,251.5597175210739,0.0,0.1,23.359664548968645,184.11222956513447,0.2602214271119342,0.2602214243179445,0.5383417206364621,0.5383417175684934,-0.0
1,12,0.3844334539789983,0.0,64.92401132375882,0.5310786428350256,-0.0,-0.0,0.0793247647002628,0.093171691725441,0.0,18.549717521073948,233.01000000000005,251.559717521074,0.0,0.1,23.359664548968645,184.11222956513447,0.2602214271119342,0.2602214243179445,0.5383417206364621,0.5383417175684934,22.94752121686174
1,13,0.3431878007221689,0.0,245.8455376683393,0.5257678564066753,0.0,0.0,0.0797926444180117,0.0,0.0,70.24158219095408,233.00999999999993,303.251582190954,0.0,0.1,23.977689647612532,23.977689647612532,0.2575589075177166,1.3891793589707275,0.5313362915777466,3.5457041340995223,46.03039335207229
1,14,0.2888888263339477,0.0,66.31931492627156,0.5205101778426086,0.0,0.0,0.0737871141672872,0.0,0.0,18.948375693220445,233.00999999999996,251.9583756932204,0.0,0.1,22.173027807269825,22.173027807269825,0.261879479000922,0.2746640623303656,0.5428922799022221,0.5569305215284838,67.37595137903767
1,15,0.2896055527861506,0.0,61.406888795865655,0.5153050760641825,0.0,0.0,0.0780234314004063,0.0,0.0,17.54482537024733,233.00999999999996,250.5548253702473,0.0,0.1,23.4460411358221,23.4460411358221,0.2492243717086593,0.2493565498553179,0.5091056126084599,0.5092507521654317,89.94701546272665
1,16,0.2883921865999547,0.0,64.25813499149571,0.5101520253035406,0.0,0.0,0.0739714674516031,0.0,0.0,18.359467140427345,233.00999999999996,251.3694671404273,0.0,0.1,22.228425969206747,22.228425969206747,0.2580427519393644,0.2580441185120561,0.532819606190549,0.5328211067695787,111.34590426122614
1,17,0.2906222036444678,0.0,61.5176894490671,0.5050505050505052,0.0,0.0,0.0799914504390298,0.0,0.0,17.576482699733457,233.00999999999996,250.5864826997334,0.0,0.1,24.037430856928474,24.037430856928474,0.2495710925473268,0.2495711066761444,0.5100969196812215,0.5100969351955131,134.4862881382312
1,18,0.2892859683084166,0.0,65.59596287643959,0.5,0.0,0.0,0.0749935357231445,0.0,0.0,18.741703678982734,233.00999999999996,251.7517036789827,0.0,0.1,22.53555748480494,22.53555748480494,0.2622098086513518,0.2622098087974278,0.5439134566066952,0.5439134567670953,156.1808466867123
1,19,0.3764327056200455,0.0,62.21848273864789,0.5,0.0,0.0,0.0757776184226452,0.0877192982456121,0.0,17.7767093538994,233.00999999999996,250.78670935389937,0.0,0.1,22.77117433600489,22.77117433600489,0.2517802240447837,0.2517802240462939,0.5159078170692196,0.5159078170708781,178.10222915897754
1,20,0.3772908294875819,0.0,62.7356950243788,0.5,0.0,0.0,0.0771968970015746,0.0877192982456141,0.0,17.924484292679658,233.00999999999996,250.93448429267963,0.0,0.1,23.19766754897319,23.19766754897319,0.2533208867826212,0.2533208867826368,0.5201964761557029,0.52019647615572,200.4341886487188
1,21,0.3768966270068698,0.0,63.70250506759865,0.5,0.0,0.0,0.0758573686866255,0.0877192982456141,0.0,18.200715733599615,233.00999999999996,251.2107157335996,0.0,0.1,22.795139290330987,22.795139290330987,0.2563407119761414,0.2563407119761416,0.5282131431807517,0.5282131431807517,222.37864173306403
1,22,0.3755599943944931,0.0,62.7967260793138,0.5,0.0,0.0,0.0737038449788856,0.0877192982456141,0.0,17.9419217369468,233.00999999999996,250.95192173694676,0.0,0.1,22.148005416155137,22.148005416155137,0.253541207312871,0.253541207312871,0.5207025379710929,0.5207025379710927,243.70011117338453
1,23,0.7274834005565082,0.0,61.32907705899222,0.5,0.0,264.68882807262423,0.0725535892813224,0.0877192982456141,0.0,17.52259344542635,233.00999999999996,250.5325934454263,0.0,0.1,21.8023535790374,374.7207910092031,0.2489540369075814,0.2489540369075814,0.5085329772719088,0.508532977271909,-0.0
2,24,0.3751180760854876,0.0,61.32907705899222,0.5,-0.0,-0.0,0.0736587100788154,0.087719298245614,0.0,17.52259344542635,233.01000000000005,250.5325934454264,0.0,0.1,21.8023535790374,374.7207910092031,0.2489540369075814,0.2489540369075814,0.5085329772719088,0.508532977271909,22.097613023644637
2,25,0.4891252183324237,0.0,459.5930100773827,0.5,0.0,0.0,0.0740931698167252,0.0877192982456147,0.0,131.31228859353791,233.01,364.3222885935379,0.0,0.1,22.264997529925928,22.264997529925928,0.2464690212291855,2.7308444429267986,0.5019945796825402,7.119780048466427,44.3255639686622
2,26,0.3731480050045958,0.0,63.44150907407227,0.5,0.0,0.0,0.068516606012481,0.0877192982456141,0.0,18.126145449734935,233.00999999999996,251.1361454497349,0.0,0.1,20.589240106750555,20.589240106750555,0.2496977862621459,0.2777652399383886,0.510639120949208,0.5414588736456885,64.88054577240652
2,27,0.3735099726400832,0.0,57.817496278956,0.5,0.0,0.0,0.0724503291575201,0.0877192982456141,0.0,16.519284651130285,233.00999999999996,249.52928465113024,0.0,0.1,21.77132391183481,21.77132391183481,0.2379377671355153,0.2382279528938426,0.4792560713209214,0.479574712741367,86.61564451966257
2,28,0.372380136957691,0.0,60.45409724880504,0.5,0.0,0.0,0.06868779120506,0.0877192982456141,0.0,17.272599213944297,233.00999999999996,250.28259921394425,0.0,0.1,20.640681257120555,20.640681257120555,0.2461261715849854,0.2461291717778532,0.5012761077690845,0.5012794021613473,107.2219818811806
2,29,0.3744508346218111,0.0,57.90928424630265,0.5,0.0,0.0,0.0742777754076706,0.0877192982456141,0.0,16.5455097846579,233.00999999999996,249.55550978465783,0.0,0.1,22.320471510005017,22.320471510005017,0.2382596297751607,0.2382596607937651,0.480176469257603,0.4801765033178968,129.50531450348177
2,30,0.373210044331424,0.0,61.696251254674785,0.5,0.0,0.0,0.0696368546000628,0.0877192982456141,0.0,17.62750035847851,233.00999999999996,250.6375003584785,0.0,0.1,20.925874807318873,20.925874807318873,0.2499955804334055,0.2499955807541028,0.5115775392490917,0.5115775396012364,150.39637088350062
2,31,0.3726783806035425,0.0,58.560019686014144,0.5,0.0,0.0,0.0703649313924562,0.0877192982456141,0.0,16.73143419600404,233.00999999999996,249.741434196004,0.0,0.1,21.144661883433113,21.144661883433113,0.2403109661557768,0.2403109661590925,0.4855723025356103,0.485572302539251,171.5058503012375
2,32,0.3734752099090744,0.0,59.040288236924496,0.5,0.0,0.0,0.0716828329300336,0.0877192982456141,0.0,16.868653781978427,233.00999999999996,249.8786537819784,0.0,0.1,21.540691295475103,21.540691295475103,0.2417415815551964,0.2417415815552306,0.4895546288302008,0.4895546288302384,193.0107001802476
2,33,0.3731091647484128,0.0,59.938040419913065,0.5,0.0,0.0,0.0704389852090094,0.0877192982456141,0.0,17.125154405689447,233.00999999999996,250.1351544056894,0.0,0.1,21.166915055307346,21.166915055307346,0.2445457049491795,0.2445457049491798,0.4969986767820318,0.4969986767820321,214.14239574295044
2,34,0.371868005894063,0.0,59.09695993079137,0.5,0.0,0.0,0.0684392846232509,0.0877192982456141,0.0,16.88484569451182,233.00999999999996,249.8948456945118,0.0,0.1,20.566005029286913,20.566005029286913,0.241946164904714,0.241946164904714,0.4900245433730628,0.4900245433730627,234.67418112992573
2,35,0.7107914324799343,0.0,57.73414298334991,0.5,254.8855381440084,0.0,0.0673711900469423,0.0877192982456141,0.0,16.49546942381426,233.00999999999996,249.50546942381425,0.0,0.1,360.0924268011174,20.24504260910616,0.2376866495283737,0.2376866495283737,0.478724237009535,0.4787242370095348,-0.0
3,36,0.3726730218948583,0.0,57.73414298334991,0.5,-0.0,-0.0,0.0708256827680917,0.087719298245614,0.0,16.49546942381426,233.01000000000005,249.5054694238143,0.0,0.1,360.0924268011174,20.24504260910616,0.2376866495283737,0.2376866495283737,0.478724237009535,0.4787242370095348,21.247704830427537
3,37,0.4824651158617444,0.0,441.27467874640473,0.5,0.0,0.0,0.0712434325160819,0.0877192982456147,0.0,126.07847964182992,233.01,359.0884796418299,0.0,0.1,21.40865147108262,21.40865147108262,2.6277406521601563,0.2353791349698632,6.845335171092777,0.4726528678194069,42.62073458525211
3,38,0.3712513506371131,0.0,61.41952511797393,0.5,0.0,0.0,0.0658813519350779,0.0877192982456141,0.0,17.548435747992553,233.00999999999996,250.55843574799252,0.0,0.1,19.79734625649092,19.79734625649092,0.2705722747161545,0.2435443563612542,0.5241221013644242,0.4944438209900357,62.385140165775496
3,39,0.3716008110445161,0.0,56.01677162145905,0.5,0.0,0.0,0.069663778036077,0.0877192982456141,0.0,16.004791891845443,233.00999999999996,249.0147918918454,0.0,0.1,20.93396529984116,20.93396529984116,0.2325732559435876,0.2322938178059391,0.464637430071362,0.464330590185007,83.28427357659862
3,40,0.370514445206085,0.0,58.55201605062493,0.5,0.0,0.0,0.0660459530817885,0.0877192982456141,0.0,16.729147443035693,233.00999999999996,249.73914744303565,0.0,0.1,19.846808901077452,19.846808901077452,0.2401707637927158,0.2401678747181024,0.4855075235904006,0.485504351212666,103.09805950113518
3,41,0.3725055008035645,0.0,56.10508100053136,0.5,0.0,0.0,0.0714209378919909,0.0877192982456141,0.0,16.03002314300896,233.00999999999996,249.0400231430089,0.0,0.1,21.46199183654328,21.46199183654328,0.2326039281896809,0.2326038983199137,0.4652162767686492,0.4652162439698477,124.52434086873248
3,42,0.3713124332182172,0.0,59.74639543713012,0.5,0.0,0.0,0.0669585140385219,0.0877192982456141,0.0,17.07039869632289,233.00999999999996,250.08039869632285,0.0,0.1,20.12103346857584,20.12103346857584,0.2438884666325368,0.2438884663237172,0.495409580908607,0.4954095805695044,144.61189508028906
3,43,0.3708012180952704,0.0,56.73078815962842,0.5,0.0,0.0,0.0676585878773618,0.0877192982456141,0.0,16.20879661703669,233.00999999999996,249.21879661703665,0.0,0.1,20.331405657147226,20.331405657147226,0.2345763372144589,0.2345763372112661,0.4704045452723036,0.4704045452687977,164.9094714434976
3,44,0.3715674001198204,0.0,57.19258484319661,0.5,0.0,0.0,0.0689258008942631,0.0877192982456141,0.0,16.340738526627604,233.00999999999996,249.35073852662757,0.0,0.1,20.712203168726063,20.712203168726063,0.2359519289415169,0.2359519289414839,0.4742337051674859,0.4742337051674496,185.58721171177655
3,45,0.3712154336191842,0.0,58.05580809607025,0.5,0.0,0.0,0.0677297934702013,0.0877192982456141,0.0,16.587373741734357,233.00999999999996,249.59737374173432,0.0,0.1,20.352802937795516,20.352802937795516,0.2386482014356988,0.2386482014356984,0.4813914435826723,0.4813914435826718,205.90614975283697
3,46,0.3700220116438479,0.0,57.24707685653016,0.5,0.0,0.0,0.0658070044454336,0.0877192982456141,0.0,16.35630767329433,233.00999999999996,249.3663076732943,0.0,0.1,19.7750048358528,19.7750048358528,0.2361486437006354,0.2361486437006355,0.4746855460740476,0.4746855460740477,225.64825108646704
3,47,0.6959099218225703,0.0,55.936675945528776,0.5,245.08224821539264,0.0,0.0647799904297522,0.0877192982456141,0.0,15.98190741300822,233.00999999999996,248.9919074130082,0.0,0.1,346.24271807799744,19.46638712414054,0.2320529558387698,0.2320529558387698,0.463819866878348,0.463819866878348,-0.0
4,48,0.3735773900530695,0.0,55.936675945528776,0.5,-0.0,-0.0,0.0736587100788154,0.087719298245614,0.0,15.98190741300822,233.01000000000005,248.99190741300828,0.0,0.1,346.24271807799744,19.46638712414054,0.2320529558387698,0.2320529558387698,0.463819866878348,0.463819866878348,22.097613023644637
4,49,0.4791631162076782,0.0,424.7256526407736,0.5,0.0,0.0,0.0740931698167252,0.0877192982456147,0.0,121.35018646879246,233.01,354.36018646879245,0.0,0.1,22.264997529925928,22.264997529925928,2.530181804523176,0.229834191840202,6.585561149650694,0.4579820118878402,44.3255639686622
4,50,0.3731015693952436,0.0,63.27898444133973,0.5,0.0,0.0,0.068516606012481,0.0877192982456141,0.0,18.07970984038278,233.00999999999996,251.0897098403827,0.0,0.1,20.589240106750555,20.589240106750555,0.27549841870074,0.249510035667182,0.5389697675530116,0.5104329595007151,64.88054577240652
4,51,0.3735094925483489,0.0,57.815815957885896,0.5,0.0,0.0,0.0724503291575201,0.0877192982456141,0.0,16.51880455939597,233.00999999999996,249.52880455939592,0.0,0.1,21.77132391183481,21.77132391183481,0.2382045165234676,0.2379358260064979,0.4795489781967449,0.4792539398444805,86.61564451966257
4,52,0.3723801319940849,0.0,60.45407987618373,0.5,0.0,0.0,0.06868779120506,0.0877192982456141,0.0,17.27259425033821,233.00999999999996,250.28259425033815,0.0,0.1,20.640681257120555,20.640681257120555,0.2461289294722637,0.2461261515159046,0.5012791360952327,0.5012760857320264,107.2219818811806
4,53,0.3744508345704931,0.0,57.90928406668937,0.5,0.0,0.0,0.0742777754076706,0.0877192982456141,0.0,16.54550973333982,233.00999999999996,249.5555097333398,0.0,0.1,22.320471510005017,22.320471510005017,0.2382596582885991,0.238259629567669,0.4801765005670738,0.4801764690297647,129.50531450348177
4,54,0.3732100443308934,0.0,61.69625125281777,0.5,0.0,0.0,0.0696368546000628,0.0877192982456141,0.0,17.627500357947934,233.00999999999996,250.63750035794789,0.0,0.1,20.925874807318873,20.925874807318873,0.2499955807282022,0.2499955804312602,0.511577539572796,0.5115775392467359,150.39637088350062
4,55,0.372678380603537,0.0,58.560019685994945,0.5,0.0,0.0,0.0703649313924562,0.0877192982456141,0.0,16.731434195998556,233.00999999999996,249.74143419599852,0.0,0.1,21.144661883433113,21.144661883433113,0.2403109661588247,0.2403109661557547,0.485572302538957,0.4855723025355858,171.5058503012375
4,56,0.3734752099090743,0.0,59.0402882369243,0.5,0.0,0.0,0.0716828329300336,0.0877192982456141,0.0,16.86865378197837,233.00999999999996,249.87865378197833,0.0,0.1,21.540691295475103,21.540691295475103,0.2417415815552279,0.2417415815551961,0.4895546288302353,0.4895546288302005,193.0107001802476
4,57,0.3731091647484128,0.0,59.938040419913065,0.5,0.0,0.0,0.0704389852090094,0.0877192982456141,0.0,17.125154405689447,233.00999999999996,250.1351544056894,0.0,0.1,21.166915055307346,21.166915055307346,0.2445457049491798,0.2445457049491795,0.4969986767820321,0.4969986767820318,214.14239574295044
4,58,0.371868005894063,0.0,59.09695993079137,0.5,0.0,0.0,0.0684392846232509,0.0877192982456141,0.0,16.88484569451182,233.00999999999996,249.8948456945118,0.0,0.1,20.566005029286913,20.566005029286913,0.241946164904714,0.241946164904714,0.4900245433730628,0.4900245433730627,234.67418112992573
4,59,0.7107914324799343,0.0,57.73414298334991,0.5,254.8855381440084,0.0,0.0673711900469423,0.0877192982456141,0.0,16.49546942381426,233.00999999999996,249.50546942381425,0.0,0.1,360.0924268011174,20.24504260910616,0.2376866495283737,0.2376866495283737,0.478724237009535,0.4787242370095348,-0.0
5,60,0.3868523235850303,0.0,57.73414298334991,0.5,-0.0,-0.0,0.0991559558753285,0.087719298245614,0.0,16.49546942381426,233.01000000000005,249.5054694238143,0.0,0.1,360.0924268011174,20.24504260910616,0.2376866495283737,0.2376866495283737,0.478724237009535,0.4787242370095348,21.247704830427537
5,61,0.4967280510514643,0.0,441.27467874640473,0.5,0.0,0.0,0.0997408055225147,0.0877192982456147,0.0,126.07847964182992,233.01,359.0884796418299,0.0,0.1,29.972112059515673,29.972112059515673,2.6277406521601563,0.2353791349698632,6.845335171092777,0.4726528678194069,42.62073458525211
5,62,0.3899738767077081,0.0,80.78530306414733,0.5,0.0,0.0,0.092233892709109,0.0877192982456141,0.0,23.08151516118495,233.00999999999996,256.09151516118493,0.0,0.1,27.716284759087284,27.716284759087284,0.3308549030919787,0.3038269847370785,0.6847006912995269,0.6550224109251385,62.38514016577549
5,63,0.3906899041338685,0.0,74.01518816431336,0.5,0.0,0.0,0.0975292892505079,0.0877192982456141,0.0,21.147196618375244,233.00999999999996,254.1571966183752,0.0,0.1,29.307551419777624,29.307551419777624,0.2889998083792336,0.2887203702415852,0.6138780315875668,0.6135711917012118,83.28427357659861
5,64,0.3891713366385578,0.0,77.57273673987069,0.5,0.0,0.0,0.0924643343145039,0.0877192982456141,0.0,22.163639068534483,233.00999999999996,255.17363906853444,0.0,0.1,27.78553246150844,27.78553246150844,0.299753598667674,0.2997507095930606,0.6432249422408631,0.6432217698631284,103.09805950113515
5,65,0.3919588387163557,0.0,74.1471125143822,0.5,0.0,0.0,0.0999893130487873,0.0877192982456141,0.0,21.184889289823484,233.00999999999996,254.19488928982344,0.0,0.1,30.04678857116059,30.04678857116059,0.2891612413588729,0.2891612114891057,0.6148185281272797,0.6148184953284782,124.52434086873244
5,66,0.3902885443474973,0.0,79.24495360281819,0.5,0.0,0.0,0.0937419196539307,0.0877192982456141,0.0,22.64141531509091,233.00999999999996,255.65141531509087,0.0,0.1,28.16944685600618,28.16944685600618,0.3049596077151177,0.304959607406298,0.6570891676887732,0.6570891673496709,144.61189508028903
5,67,0.389572843177963,0.0,75.02310342338504,0.5,0.0,0.0,0.0947220230283065,0.0877192982456141,0.0,21.43517240668144,233.00999999999996,254.4451724066814,0.0,0.1,28.463967920006116,28.463967920006116,0.2919226266594192,0.2919226266562263,0.6220821179402689,0.622082117936763,164.90947144349758
5,68,0.3906454980123598,0.0,75.66961878047428,0.5,0.0,0.0,0.0964961212519683,0.0877192982456141,0.0,21.61989108013551,233.00999999999996,254.62989108013548,0.0,0.1,28.997084436216493,28.997084436216493,0.2938484550786404,0.2938484550786073,0.6274429417949956,0.6274429417949594,185.58721171177652
5,69,0.3901527449114695,0.0,76.87813133449836,0.5,0.0,0.0,0.0948217108582819,0.0877192982456141,0.0,21.965180381285247,233.00999999999996,254.9751803812852,0.0,0.1,28.49392411291373,28.49392411291373,0.297623236570509,0.2976232365705086,0.6374637755762718,0.6374637755762713,205.90614975283697
5,70,0.3884819541459987,0.0,75.74590759914224,0.5,0.0,0.0,0.092129806223607,0.0877192982456141,0.0,21.641687885469217,233.00999999999996,254.6516878854692,0.0,0.1,27.68500677019392,27.68500677019392,0.2941238557414204,0.2941238557414204,0.6280755190641977,0.6280755190641977,225.648251086467
5,71,0.714014496014667,0.0,73.91134632374028,0.5,245.08224821539267,0.0,0.090691986601653,0.0877192982456141,0.0,21.11752752106865,233.00999999999996,254.1275275210686,0.0,0.1,354.02927292765366,27.252941973796755,0.2883898927348085,0.2883898927348085,0.6128635681902178,0.6128635681902178,-0.0
6,72,0.4269226359077146,0.0,73.91134632374028,0.5,-0.0,-0.0,0.1699816386434202,0.087719298245614,0.0,21.11752752106865,233.01000000000005,254.12752752106869,0.0,0.1,354.02927292765366,27.252941973796755,0.2883898927348085,0.2883898927348085,0.6128635681902178,0.6128635681902178,16.998163864342033
6,73,0.5327122536394303,0.0,442.4187048942431,0.5,0.0,0.0,0.1709842380385966,0.0877192982456147,0.0,126.40534425549802,233.01,359.415344255498,0.0,0.1,51.38076353059829,51.38076353059829,2.585631235819787,0.2852836231368136,6.732269708966361,0.6046905712035071,34.0965876682017
6,74,0.4367818371502078,0.0,129.20550636062336,0.5,0.0,0.0,0.158115244644187,0.0877192982456141,0.0,36.915858960178106,233.00999999999996,269.92585896017806,0.0,0.1,47.5136310155782,47.5136310155782,0.4810851904950886,0.4550968074615306,1.0856241781606704,1.0570873701083738,49.90811213262041
6,75,0.4384126538674412,0.0,119.01128905711975,0.5,0.0,0.0,0.1671930672865849,0.0877192982456141,0.0,34.00322544489136,233.00999999999996,267.0132254448913,0.0,0.1,50.24151671961879,50.24151671961879,0.430061265234722,0.4297925747177523,0.9869741282733112,0.9866790899210468,66.62741886127891
6,76,0.4358135653956062,0.0,125.12453907851668,0.5,0.0,0.0,0.1585102873962924,0.0877192982456141,0.0,35.749868308147626,233.00999999999996,268.7598683081476,0.0,0.1,47.63234136258588,47.63234136258588,0.4487106349440576,0.4487078569876985,1.037518432963665,1.037515382600459,82.47844760090817
6,77,0.4405921835001517,0.0,119.2521913053732,0.5,0.0,0.0,0.1714102509407782,0.0877192982456141,0.0,34.072054658678056,233.00999999999996,267.08205465867803,0.0,0.1,51.508780407703874,51.508780407703874,0.4305545237554903,0.4305544950345603,0.9888241559458782,0.9888241244085691,99.619472694986
6,78,0.4377288221707164,0.0,127.99134901710416,0.5,0.0,0.0,0.1607004336924526,0.0877192982456141,0.0,36.568956862029765,233.00999999999996,269.5789568620297,0.0,0.1,48.29048032458202,48.29048032458202,0.4576374604161277,0.4576374601191856,1.0612881346332137,1.0612881343071536,115.68951606423128
6,79,0.4365019058846946,0.0,120.75389158277726,0.5,0.0,0.0,0.1623806109056683,0.0877192982456141,0.0,34.5011118807935,233.00999999999996,267.51111188079346,0.0,0.1,48.795373577153335,48.795373577153335,0.4352883502717635,0.4352883502686935,1.0012760496101205,1.0012760496067494,131.92757715479812
6,80,0.4383407427437082,0.0,121.86220362366848,0.5,0.0,0.0,0.1654219221462314,0.0877192982456141,0.0,34.81777246390528,233.00999999999996,267.82777246390526,0.0,0.1,49.70928760494255,49.70928760494255,0.4385897704214484,0.4385897704214166,1.0104660333637694,1.0104660333637343,148.46976936942127
6,81,0.4374960231421825,0.0,123.9339394305686,0.5,0.0,0.0,0.1625515043284833,0.0877192982456141,0.0,35.40969698016246,233.00999999999996,268.4196969801624,0.0,0.1,48.84672705070925,48.84672705070925,0.445060824407534,0.4450608244075337,1.0276446055602706,1.0276446055602702,164.7249198022696
